artist,title,Clean_lyric,emo,track_id,track_url,album_art,release_date
  Angelo De Augustine  ,Effervescent Island,morning light calico life everyone something light light time year view thing future effervescent island night representation life chorus hate love rise everyone evening moon avenue anything silence time anything love chorus hate love rise everyone mind cover lead talk mess take care see shine feel float fade slow talk leave hypnotize entrance stupefy pace search feel mind touch feel find fade slow talk leave tired whole supernatural ephemeral ephemeral hard divine genuine fine afraid paralyzed infinite,Sad,6uTkZOWbtT0XOmvhoqYt1g,https://open.spotify.com/track/6uTkZOWbtT0XOmvhoqYt1g?si=04a3ebcde3564a31,https://i.scdn.co/image/ab67616d0000b273bc804437aa6b1af8f3984e35,2018-06-29
  Jewel  ,Two Become One,hair bare moonlight skin silence word move mood painting thing chorus sound melt love shake dreaming vow cause lifetime time chorus let time stand moment bird wing belongs melody arm breath love surround feel home sleep breathe tell love make hurt wake make wait love make let let flesh messy chest easy simple let close right last song,Happy,6Zm7IlI9IPNrYr9mJVVDK2,https://open.spotify.com/track/6Zm7IlI9IPNrYr9mJVVDK2?si=e2046c058ff94bab,https://i.scdn.co/image/ab67616d0000b273582b5f07595d175732669708,2003-06-03
  Simon & Garfunkel  ,The Sound Of Silence,hello darkness friend vision seed vision brain sound silence dream street cobblestone halo street lamp collar cold damp eye flash neon light night sound silence light people people people people song voice share one dare sound silence fool silence cancer word arm word raindrop well silence people neon god sign warning word sign word prophet subway wall tenement hall sound silence come talk creep leave sleep plant walk turn stab split touch saw talk speak hear listen write say know teach take reach fell bow pray make flash form say write whisper old restless narrow naked ten silent,Sad,3YfS47QufnLDFA71FUsgCM,https://open.spotify.com/track/3YfS47QufnLDFA71FUsgCM?si=228fc8055f9d4682,https://i.scdn.co/image/ab67616d0000b2733b50c381e5f477c3cd066286,1964-10-19
  Stevie Ray Vaughan & Double Trouble  ,Pride And Joy,love givin sight blind baby cause sun thing pride joy baby boy baby heart soul thing pride joy baby boy baby mess man gettin thing pride joy baby boy guitar solo baby wine stick end time thing pride amd joy baby boy baby heart soul thing pride joy baby boy hear shine win belong lean see grow lovin sweet little sweet little little lover old sweet little sweet little little lover mean sweet little sweet little little lover fine sweet little sweet little little lover old sweet little sweet little little lover,Happy,1a2iF9XymafjRk56q7oCxo,https://open.spotify.com/track/1a2iF9XymafjRk56q7oCxo?si=18c9cd69106143e7,https://i.scdn.co/image/ab67616d0000b273f7143c00741b94bb62025340,1983
  Julian Moon  ,One Penny,bastard car dream wage hour home rain shift hour studio song day ramen duper fancy wine box life fuckin rock penny penny penny penny landlord knockin door thousand penny ore work day dream night chart guitar manager gig pay day ramen duper fancy wine box life fuckin rock penny penny penny penny landlord knockin door penny penny penny time rent penny ten penny problem penny penny penny penny landlord knockin door penny penny penny time rent penny ten penny problem walk work cause steal move live get walk cry get write celebrate tonight get get believe work hear top call say get celebrate tonight get get believe work hear get get believe work hear get minimum twelve tired awesome top future damn bright super fuckin hard poor hunderd good top future damn bright super fuckin hard poor ninth late last afford hard poor ninth late last afford,Energetic,0rwLyF6hvm4FJN3lha0Tap,https://open.spotify.com/track/0rwLyF6hvm4FJN3lha0Tap?si=bcb1147aad5a44df,https://i.scdn.co/image/ab67616d0000b2730af34a1f77cb8286fd6fbaa9,2015-03-23
  Dan & Shay  ,Lipstick,staring bathroom mirror breath hour friend friend nothing drink lipstick music slippin dress climbing seat window motion tear goodbye show sitting light sideview mirror shes night drink lipstick music slippin dress climbing seat window motion tear goodbye show lipstick lipstick talk minute nothing slippin dress music lipstick music slippin dress climbing seat window motion tear goodbye show staring bathroom mirror alright put turn say look try let cry tonight fix put star hear put turn say look try let cry tonight fix put put put turn say put turn say look try let cry tonight fix put friday deep black front solid lipstick red beautiful black front solid wrong lipstick black black front solid lipstick friday,Happy,0MdMNWw0rpBjQJ4SwQ0qbg,https://open.spotify.com/track/0MdMNWw0rpBjQJ4SwQ0qbg?si=c7336c817a9d45c4,https://i.scdn.co/image/ab67616d0000b273bd2de84891eed55a6a82368b,2016-06-03
  Cam  ,Road To Happiness,belief thing shoe soul dream climbin road chorus ball chain end destination future road time flower growin ground worry sun weed road chorus ball chain end destination future road bridge belief thing ball chain end destination future road road rearrange askin happiness happiness ask love happiness happiness happiness happiness careful sticky good wild unknown drivin chasin right takin wild unknown drivin chasin right careful sticky wild unknown drivin chasin right,Chilling,43leIkqjRU95aAi5Dokdge,https://open.spotify.com/track/43leIkqjRU95aAi5Dokdge?si=cbfcaac7ba244422,https://i.scdn.co/image/ab67616d0000b273190d93c1bf15afb3a536baf1,2018-07-12
  Dan & Shay  ,Speechless,smell perfume stair hair mess time nothing night tonight mind cause eye staring dress cause speechless weakness time time room speechless hello something daze day breath lung word mouth speechless dress cause speechless weakness time time room speechless night tonight mind cause eye dress cause speechless weakness time time room speechless baby float fix win surprise read stand watch start say fight try star stand watch read stand watch second new speechless secret nervous secret nervous speechless secret nervous,Depressed,3GJ4hzg4lrGwU51Y3VARbF,https://open.spotify.com/track/3GJ4hzg4lrGwU51Y3VARbF?si=68a99dfa086b4457,https://i.scdn.co/image/ab67616d0000b27305e4408393e1c81a8ab1bf26,2018-06-22
  Carrie Underwood  ,End Up With You,plan air chance seein road lovin seat radio scenario cause middle backyard thing worry bout end world cause side moon thing night chorus road lovin seat radio scenario cause middle backyard thing worry bout road lovin seat radio scenario cause middle backyard thing worry bout care make give chorus end end lock lay end end want light leave cause end end lock lay end end end end end end lock lay end end end end end end end end end back back bad last dark back back bad last back back bad last,Happy,5XIrB4tNKqmGxtVbYpTllz,https://open.spotify.com/track/5XIrB4tNKqmGxtVbYpTllz?si=c055655d624a44a1,https://i.scdn.co/image/ab67616d0000b27321ecee777479b876967e8005,2018-09-14
  Fink  ,Looking Too Closely,song somebody detail arm somebody truth blood fingernail anybody mirror yeaaah hurt hurt look look put punish hurt hurt look look hurt hurt hurt hurt kid kid hurt hurt look look look hurt hurt hurt look devil else punish wrong uuuh uuuh,Depressed,7bhI6rnvaVw8qgZPn32qE0,https://open.spotify.com/track/7bhI6rnvaVw8qgZPn32qE0?si=5dbe2a107d074d34,https://i.scdn.co/image/ab67616d0000b2735e60321662867db9837b3421,2014-07-14
  Nick Drake  ,Northern Sky,crazy moon meaning sea emotion palm hand breeze top tree sky time time people mind eye money head winter horn crazy moon meaning sea emotion palm hand breeze top tree sky felt saw know hold felt brighten wait blow wander know straighten love love love love come blow felt saw know hold felt brighten magic sweet northern long long long new dead high magic sweet northern,Comfortable,3EtIraJEHVSbBvLw5msioH,https://open.spotify.com/track/3EtIraJEHVSbBvLw5msioH?si=332b3868ed3c431a,https://i.scdn.co/image/ab67616d0000b273f624fdadb511452a2093694d,1970-03-06
  Buddy Guy  ,I Need You Tonight,clock morning rain cause someone baby window heart fire control someone baby love wolf howlin moon callin someone baby callin callin honey begin fall need love baby burn burn love baby tonight come win cause get love baby tonight tonight cold tonight callin,Comfortable,3zMdVdZtvJ5wN3onnAecsq,https://open.spotify.com/track/3zMdVdZtvJ5wN3onnAecsq?si=30d34e394e074fb2,https://i.scdn.co/image/ab67616d0000b2737a7b22b204b3c74ab094e0fc,1998
  Tracy Lawrence  ,Sticks And Stones,house everything diamond ring cause stone life value thing love everything stick stone home arm stick stone word heart remember dime hand everything everything stick stone home arm stick stone word heart stick stone word heart take keep take let say hold love break say tear take say acquire think please give tell satisfy take let say hold love break say tear break say tear material happy darlin needmuch fine happy darlin,Energetic,1l6aokk2Hw72z0mFPKgPmm,https://open.spotify.com/track/1l6aokk2Hw72z0mFPKgPmm?si=05983f19a1284924,https://i.scdn.co/image/ab67616d0000b273e13ffba404c4f58a382b3a12,1991-10-29
  솔튼페이퍼  ,You Make Me,baby eternity anything eternity babe love please say love shine shine,Sad,0zeIVrcvTfrgbNCpx65o6n,https://open.spotify.com/track/0zeIVrcvTfrgbNCpx65o6n?si=41db0c362bfb483a,https://i.scdn.co/image/ab67616d0000b27369b1b64d3659729516a2b458,2017-12-26
  Willie Nelson  ,Rudolph The Red-Nosed Reindeer,dancer prancer vixen comet cupid donner blitzen reindeer reindeer nose reindeer join reindeer game foggy christmas santa rudolph nose tonight reindeer glee reindeer history reindeer nose reindeer join reindeer game foggy christmas santa rudolph nose tonight reindeer glee reindeer sto recall saw say use laugh call rudolph come say win love shout saw say use laugh call rudolph come say win love shout famous red nosed shiny poor bright sleigh red nosed red nosed shiny poor bright sleigh red nosed,Comfortable,3GedYsq15ihZtl9muh5b5A,https://open.spotify.com/track/3GedYsq15ihZtl9muh5b5A?si=909c82d41d4e479e,https://i.scdn.co/image/ab67616d0000b2739a5d88bafc0fed12303020d0,1979-11-06
  Gary Clark Jr.  ,Cold Blooded (Live),cause heart soul cold girl way way heart home girl craziness please win give break give lie shoot blood get keep move move give soul want shoot get terrify verify please please leave give want get shoot blood tire tire cool scary please,Happy,6KXMwEIPhLcoWCrpfQuIVp,https://open.spotify.com/track/6KXMwEIPhLcoWCrpfQuIVp?si=7fa5d843dced4639,https://i.scdn.co/image/ab67616d0000b273d737d3bde6b8b74e8fc872b2,2017-03-17
  Sophie Hunger  ,Shape,lady gentleman morning name name name roof floor shadow boxing monologue boxing monologue line wind hinge name name name ground ceiling shadow boxing monologue boxing monologue boxing monologue boxing monologue beggar queen statue chaos glass say even hold cave scribble cough oil stamp reach worship bear shadow busy sandcastle shadow shadow shadow,Sad,2v8ItxXV5ET9cBA5vwgWfP,https://open.spotify.com/track/2v8ItxXV5ET9cBA5vwgWfP?si=e4791bccaac74412,https://i.scdn.co/image/ab67616d0000b2736b5f259be6f105acb6b228bd,2008-10-10
